NOMBRE,CATEGORIA_TIPOLOGIA,DOMICILIO,LATITUD,LONGITUD
CONSULTORIOS ANGOSTURA,Con atención médica diaria y con especialidades y/o otras profesiones,"Los Maquis 80, Villa La Angostura",-38.9605713,-68.09893039999997
CONSULTORIOS SAN JOSE,Con atención médica diaria y con especialidades y/o otras profesiones,Chile 60,-38.9605207,-68.0607367
CASA HOGAR EL HOGAR DE COCO,Bajo riesgo con internación simple,Piloto 644,-38.96051001407818,-68.07382106781006
CONSULTORIO MEDICO Y GABINETE DE ENFERMERIA EN WAL MART,Con atención médica diaria y con especialidades y/o otras profesiones,Perticone 1225,-38.9599809,-68.04201749999999
CENTRO COLORES,Centro de salud mental,FIGUEROA 2286,-38.95950890421817,-68.02395343780518
PUESTO SANITARIO BARDITA (POR NOMIVAC),Sin atención médica en forma periódica (menor a 3 veces por semana),"paraje Bardita, dependiente área programa Htal Zapala",-38.95940879245421,-69.96368408203125
CENTRO REGIONAL DE HEMOTERAPIA,Bancos de Sangre,Teodoro Planas 1915,-38.95916,-68.085915
GABINETE DE ENFERMERIA - TERMINAL DE OMNIBUS,Otros,Dr. Teodoro Luis Planas 3300,-38.958991658581915,-68.1061577796936
CASA HOGAR MARGARITA,Bajo riesgo con internación simple,Andalgalá 371,-38.9587203,-68.11075770000002
CONSULTORIOS DE ODONTOLOGIA GENERAL DRA. VEGA,Con atención médica diaria y con especialidades y/o otras profesiones,Perito Moreno 910,-38.95867463519664,-68.04708480834961
CENTRO DE SALUD LOS AROMOS,Con atención médica general por lo menos 3 días de la semana,LA PAMPA 864 Y SANTIAGO DEL ESTERO,-38.958445,-68.24158599999998
CONSULTORIOS CR,Con atención médica diaria y con especialidades y/o otras profesiones,Araucaria 1414,-38.958428,-68.03945770000001
HTAL BOUQUET ROLDAN,Mediano riesgo con internación con cuidados especiales,TEODORO PLANAS 1555,-38.958383230699,-68.08593361683347
CENTRO DE SALUD MARIANO MORENO,Con atención médica general por lo menos 3 días de la semana,VERZEGNASSI  226,-38.9583237292586,-68.0433974898022
CLINICA SAN LUCAS,Alto riesgo con terapia intensiva,ALCORTA 797,-38.95807395541902,-68.07002305984497
CENTRO DE SALUD BOUQUET ROLDAN,Con atención médica general por lo menos 3 días de la semana,MINISTRO AMANCIO ALCORTA 1000,-38.9579599821105,-68.0741768552486
ESCUADRON 30 CHOS MALAL,Otros,GRL OLASCOAGA 250,-38.9578259,-68.05891099999997
CENTRO DE SALUD VALENTINA NORTE,Con atención médica general por lo menos 3 días de la semana,BELLA VISTA Y RUTA 22,-38.9576178509776,-68.13325330381798
CONSULTORIO ODONTOLOGICO VALENTINA,Con atención médica diaria y con especialidades y/o otras profesiones,Paso de Los Libres 260,-38.957429,-68.13337389999998
GABINETE DE ENFERMERIA EN CALF,Con atención médica diaria y con especialidades y/o otras profesiones,Bartolomé Mitre 609,-38.957356470122356,-68.05051803588867
CENTRO QUIRURGICO CQ,Con atención médica diaria y con especialidades y/o otras profesiones,Mitre N° 564,-38.957306,-68.05114400000002
PUESTO SANITARIO AGUADA DEL OVERO (POR NOMIVAC),Sin atención médica en forma periódica (menor a 3 veces por semana),"paraje El Overo, dependiente área programa Htal Zapala",-38.95727304112802,-70.08453369140625
ESCUADRON 33 SAN MARTIN DE LOS ANDES,Otros,SARMIENTO 383,-38.9572197,-68.06467680000003
OPTICA DESIGN,Óptica,Sarmiento 562,-38.9572042,-68.0671289
OPTICA SARMIENTO (NEUQUEN),Óptica,Sarmiento 148,-38.9571354,-68.06139630000001
SERVICIO DE INTERNACION DOMICILIARIA DC SERVICIOS MEDICOS,Internación Domiciliaria,Tandil 176,-38.9570806,-68.03268170000001
CONSULTORIOS ODONTOLOGICOS PLOTTIER,Con atención médica diaria y con especialidades y/o otras profesiones,ZABALETA Y LIBERTAD,-38.955617,-68.23823199999998
CENTRO MEDICO LA PROVIDENCIA,Con atención médica diaria y con especialidades y/o otras profesiones,Alberdi 146,-38.95553769577632,-68.22539806365967
HOSPITAL AREA PROGRAMA FERNANDEZ ORO,Bajo riesgo con internación simple,Avenida Cipolletti y Pueyrredón,-38.9555,-67.92359999999996
CONSULTORIOS DE PSICOLOGIA LIC. BARRIO,Con atención médica diaria y con especialidades y/o otras profesiones,"Independencia 620, oficina 1",-38.9552188,-68.0503501
CONSULTORIOS DE ONCOLOGIA DR. VICENTE,Con atención médica diaria y con especialidades y/o otras profesiones,"San martín 195, 8° Piso, Of. 5",-38.9551668,-68.06201229999999
CONSULTORIOS SERVICIOS MEDICOS - DR. SANCHEZ SIERRA,Con atención médica diaria y con especialidades y/o otras profesiones,Gral. José de San Martín 818,-38.9551344,-68.07065699999998
CONSULTORIOS ODONTOLOGICOS ANDINOS,Con atención médica diaria y con especialidades y/o otras profesiones,General José de San Martín 650,-38.9551238,-68.06845829999997
XEREBRO CENTRO DE REHABILITACIONES E INTEGRACIONES TERAPEUTICAS DE EDUCACION,Con atención médica diaria y con especialidades y/o otras profesiones,General José de San Martín 676,-38.9551231,-68.06864150000001
CENTRO INTEGRAL DE LA OBESIDAD (CITO),Con atención médica diaria y con especialidades y/o otras profesiones,Independencia 328,-38.9551023,-68.05444439999997
"CONSULTORIOS DE PSICOLOGIA, LIC. CALAF",Con atención médica diaria y con especialidades y/o otras profesiones,"San Martín 695 Piso 1, Dpto B",-38.9550769,-68.06890329999999
OPTICA INSTITUTO MUNICIPAL DE PREVISION SOCIAL IMPS,Óptica,Santiago del Estero y San Martín,-38.955053793822465,-68.06500196456909
CENTRO DE OJOS COMAHUE,Con atención médica diaria y con especialidades y/o otras profesiones,Santa Fe 40,-38.95493698940753,-68.05609703063965
CLINICA PASTEUR SA,Alto riesgo con terapia intensiva,LA RIOJA 36,-38.95483687118436,-68.0637788772583
"CENTRO PRIVADO DE PATOLOGIA GENERAL, CITOPATOLOGIA E INMUNOHISTOQUIMICA",Laboratorio de Anatomía patológica,Mendoza 27,-38.9548099,-68.05327999999997
CONSULTORIOS ODONTOLOGICOS DRA. SILVINA DEL CAMPO,Con atención médica diaria y con especialidades y/o otras profesiones,Salta 24,-38.95480349841186,-68.06592464447021
ODONTOLOGIA LP,Con atención médica diaria y con especialidades y/o otras profesiones,San Martín 4562,-38.9547834,-68.12248399999999
HOGAR DE ANCIANOS RESIDENCIA JARDIN,Bajo riesgo con internación simple,Gral. José de San Martín 4622,-38.9547791,-68.12319539999999
HOGAR DE ANCIANOS VIDA BELLA,Mediano riesgo con internación con cuidados especiales,San Martín 5038,-38.954754,-68.1281548
CENTRO DE MEDICINA FAMILIAR A.M.E.N.,Con atención médica diaria y con especialidades y/o otras profesiones,BOUQUET ROLDAN 36,-38.9546889,-68.07036900000003
CENTRO TAO,Con atención médica diaria y con especialidades y/o otras profesiones,Córdoba,-38.95468669358439,-68.05458426475525
CONSULTORIO ODONTOLOGICO DRA. DE LA TORRE,Con atención médica diaria y con especialidades y/o otras profesiones,Pasaje Las Rosas 805,-38.9546728,-68.04775970000003
UGL XVI - NEUQUEN,Vacunatorios,Hipolito Irigoyen 45,-38.9546707,-68.06063230000001
CENTRO OFTALMOLOGICO INTEGRAL,Con atención médica diaria y con especialidades y/o otras profesiones,BOULEVARD MARCELO T. DE ALVEAR 234,-38.954563,-68.06230800000003
CLINICA DR. ROBERTO RAÑA - LACH Y BS S.A.,Laboratorio de Análisis Clínicos,calle Mendoza Nº 385 de la ciudad de Neuquén,-38.95451982921116,-68.05191278457642
SERVICIO DE KINESIOLOGIA  K Y F,Centro Rehabilitación motora,Tucumán 59,-38.9544877,-68.05206679999998
CONSULTORIOS ODONTOLOGICOS DRA. GOMEZ,Con atención médica diaria y con especialidades y/o otras profesiones,"Tucuman 71, 14 A",-38.9544748,-68.0520305
CENTRO DE OJOS PLOTTIER,Con atención médica diaria y con especialidades y/o otras profesiones,"Manuel Estrada 279, Plottier",-38.95446976982261,-68.22715759277344
SERVICIO DE CONSULTORIOS ODONTOLOGICOS,Con atención médica diaria y con especialidades y/o otras profesiones,La Rioja 75,-38.954465,-68.063379
CENTRO DE CARDIOLOGIA NEUQUEN CEDITEC,Con atención médica diaria y con especialidades y/o otras profesiones,LA RIOJA 55,-38.9544489,-68.06341079999999
CENTRO INTEGRAL HUELLAS,Con atención médica diaria y con especialidades y/o otras profesiones,calle Belgrano Nº 705 de la ciudad de Neuquén,-38.9544106,-68.13211059999998
CONSULTORIOS INTEGRADOS DEL NEUQUEN,Con atención médica diaria y con especialidades y/o otras profesiones,Las Palomas 39,-38.9543645,-68.11875169999996
CENTRO DE SALUD VILLA FARREL,Con atención médica diaria y con especialidades y/o otras profesiones,INDEPENDENCIA 1234,-38.9543283898407,-68.04189403048667
LABORATORIO CENTRAL DE LA SUBSECRETARIA DE SALUD,Laboratorio de Análisis Clínicos,Gregorio Martínez 65,-38.9542715,-68.08283929999999
CONSULTORIOS CENTRO DE EMPLEADOS DE COMERCIO DE NEUQUEN (PLOTTIER),Con atención médica diaria y con especialidades y/o otras profesiones,"Elordi 50, Plottier",-38.95426953191471,-68.22617053985596
CLINICA DE OJOS SANTA LUCIA,Con atención médica diaria y con especialidades y/o otras profesiones,JUAN B. JUSTO 190,-38.954251,-68.06190900000001
CENTRO DE ENDOCRINOLOGIA Y RADIOINMUNOANALISIS C.E.R.,Laboratorio de Análisis Clínicos,Rivadavia 327,-38.95421947234934,-68.05429458618164
CENTRO MEDICO GALENOS,Con atención médica diaria y con especialidades y/o otras profesiones,Juan B. Justo 536,-38.95415089999999,-68.06702100000001
CENTRO MEDICO GODOY,Con atención médica diaria y con especialidades y/o otras profesiones,"Perito Moreno 673, Plottier",-38.954089,-68.237214
OPTICA OPTIK,Óptica,Alte. Guillermo Brown 22,-38.9540793,-68.06209869999998
OPTICA MAYOR,Óptica,Juan B. Justo 239,-38.9540758,-68.06263239999998
GENESIS VITA,Con atención médica diaria y con especialidades y/o otras profesiones,Juan B Justo 343,-38.9540758,-68.0640697
CONSULTORIOS DEL CENTRO,Con atención médica diaria y con especialidades y/o otras profesiones,Juan B Justo 465,-38.9540758,-68.06573689999999
OPTICA WOLF CENTER,Óptica,Avenida Argentina 102,-38.9540738,-68.05935219999998
CONSULTORIOS DE ECOGRAFIA ECOMED,Con atención médica diaria y con especialidades y/o otras profesiones,Córdoba 106,-38.9540654,-68.05479700000001
OPTICA CRISTAL,Óptica,Juan B. Justo 575,-38.9540643,-68.06726549999996
GABINETE DE KINESIOLOGIA DINAMIKA,Centro Rehabilitación motora,Juan B Justo 745,-38.9540344,-68.06960570000001
C.E.S. CONSULTORIOS ESPECIALIZADOS DE SALUD,Con atención médica diaria y con especialidades y/o otras profesiones,Padre Brentana José 86,-38.9540182,-68.0718033
UNIDAD ONCOLOGICA DEL NEUQUEN,Con atención médica diaria y con especialidades y/o otras profesiones,San martin 355,-38.9539149,-68.05378389999998
CENTRO MEDICO MEDITIM,Con atención médica diaria y con especialidades y/o otras profesiones,RIVADAVIA 262,-38.95391,-68.05527589999997
OPTICA VM (VER MAS),Óptica,Juan B. Justo 345,-38.953886,-68.06421599999999
CONSULTORIOS EXTERNOS CLINICA PASTEUR,Con atención médica diaria y con especialidades y/o otras profesiones,JUAN B. JUSTO 299,-38.95388519999999,-68.063241
CONSULTORIOS DE ODONTOLOGIA GENERAL DR. ORBANICH,Con atención médica diaria y con especialidades y/o otras profesiones,General Fotheringham 115,-38.9538752,-68.06895129999998
HOGAR DE ANCIANOS PASAJE DEL SOL,Bajo riesgo con internación simple,Pasaje del Sol 850,-38.9538261,-68.04711959999997
CMIT CENTRO MEDICO INTEGRAL DEL TRABAJO,Con atención médica diaria y con especialidades y/o otras profesiones,BOUQUET ROLDAN 116,-38.9538095,-68.07039209999999
CENTRO MEDICO PLOTTIER,Con atención médica diaria y con especialidades y/o otras profesiones,MARTELLOTA N° 86,-38.95380230792944,-68.23144912719727
CENTRO DE SALUD UNION,Con atención médica general por lo menos 3 días de la semana,Rio Collón Curá,-38.9537114,-68.1740863
CENTRO MEDICO A.M.P.S.A.S (CALLE TUCUMAN),Con atención médica diaria y con especialidades y/o otras profesiones,TUCUMAN 145,-38.953711,-68.05191200000002
LABORATORIO DE ANALISIS CLINICOS OROLAB,Laboratorio de Análisis Clínicos,JORGE FERNANDEZ 268,-38.953645,-67.92143399999998
CENTRO MEDICO DE REHABILITACION CARDIOVASCULAR - DR. OTATTI,Con atención médica diaria y con especialidades y/o otras profesiones,CORDOBA 126,-38.9536431,-68.05501249999998
CONSULTORIOS OESTE,Con atención médica diaria y con especialidades y/o otras profesiones,FORTIN CONFLUENCIA 4115,-38.9536405,-68.11626150000001
SERVICIO INTERNACION DOMICILIARIA SAN LUCAS,Internación Domiciliaria,Fotheringham 155,-38.95356869478172,-68.0687141418457
CONSULTORIOS MEDICOS DE LA FUNDACION NEUROCIRUGIA DEL SUR,Con atención médica diaria y con especialidades y/o otras profesiones,Mendoza 155,-38.9535456,-68.05336690000001
CONSULTORIO DE KINESIOLOGIA EN GIMNASIO BASE 1,Centro Rehabilitación motora,Córdoba 153,-38.9535429,-68.0547565
CENTRO DE MEDICINA ESTETICA PROYECTO ESTETIKA,Con atención médica diaria y con especialidades y/o otras profesiones,"Perito Moreno 445, Plottier",-38.95353532141204,-68.22793006896973
CONSULTORIOS MEDICOS SANTA MONICA,Con atención médica diaria y con especialidades y/o otras profesiones,Salta 147,-38.953489,-68.066058
CONSULTORIOS INTEGRALES SAN LUCAS,Con atención médica diaria y con especialidades y/o otras profesiones,FOTHERIGHAM 155,-38.95346857462554,-68.06854248046875
"POLICLINICO NEUQUEN - LA NATIVIDAD, SERVICIO DE PEDIATRIA Y NEONATOLOGIA",Con atención médica diaria y con especialidades y/o otras profesiones,Córdoba 164,-38.9534194,-68.05479249999996
"CONSULTORIOS HM MEDICINA LABORAL, KINESIOLOGIA Y PSICOLOGIA",Con atención médica diaria y con especialidades y/o otras profesiones,Miguel A Camino 173,-38.9533895,-68.0491912
FUNDACION NACERES S.T.I.,Con atención médica diaria y con especialidades y/o otras profesiones,Conrado Villegas 164,-38.9533719,-68.04789040000003
ORTOPEDIA CARA-HUE,Ortopedia,Rioja 170,-38.9533236,-68.06346669999999
CONSULTORIOS GESTAR,Con atención médica diaria y con especialidades y/o otras profesiones,CORDOBA 180,-38.953226,-68.05497300000002
POLICLINICO NEUQUEN INSTITUTO DE D Y T SA,Alto riesgo con terapia intensiva especializada,ALBERDI 269,-38.953201586850895,-68.05538892745972
CENTRO DE ATENCION ESPECIALIZADA CONFLUENCIA,Con atención médica diaria y con especialidades y/o otras profesiones,ENTRE RIOS 188,-38.95312500000001,-68.0506871
CASA HOGAR EL ANGEL,Bajo riesgo con internación simple,Puerto Gaboto 4950,-38.9531126,-68.12705399999999
PRANA REHABILITACION,Centro Rehabilitación motora,Alberdi 591,-38.9531126,-68.05077069999999
CENTRO DE SALUD PUENTE 83,Con atención médica general por lo menos 3 días de la semana,RUTA 151 (RUTA CHICA) S/N°,-38.95311,-67.94506999999999
CONSULTORIOS DE ODONTOLOGIA Y KINESIOLOGIA - DR. GARCIA,Con atención médica diaria y con especialidades y/o otras profesiones,Fotheringham 188,-38.9530916,-68.06898810000001
ESCUADRON 31 LAS LAJAS,Otros,ALBERDI 550,-38.953084,-68.05131319999998
CONSULTORIO MEDICO Y PSICOLOGICO DEL DR. ESTEBAN NOGUEZ,Con atención médica diaria y con especialidades y/o otras profesiones,Rodríguez Carlos H. 664,-38.95306809258641,-68.0668044090271
CENTRO ODONTOLOGICO SWISS MEDICAL GROUP,Con atención médica diaria y con especialidades y/o otras profesiones,Juan Bautista Alberdi 87,-38.9530479,-68.0577159
POLICLINICO NEUQUEN - SERVICIO DE RADIOLOGIA DE MEDICINA XXI S.A.,Diagnostico por Imágenes,Juan Bautista Alberdi 269,-38.953047,-68.0553329
SERVICIO DE ANALISIS CLINICOS DR. RODRIGUEZ PRENNA,Laboratorio de Análisis Clínicos,"calle Alberdi N° 269, 4° Piso, de la ciudad de Neuquén",-38.953047,-68.0553329
CONSULTORIOS DE PSICOLOGIA - LIC. VELAZQUEZ Y ROJO,Con atención médica diaria y con especialidades y/o otras profesiones,"Carlso H. Rodriguez 288 1° Piso, Neuquen",-38.9530262,-68.0632943
OPTICA LUX NEUQUEN,Óptica,Carlos H. Rodriguez 402,-38.95301690000001,-68.06489060000001
KRANEX DIGITAL 3D,Diagnostico por Imágenes odontológicas,"Alberdi 250, Piso 9, Oficina 1",-38.9530153,-68.05543310000002
CONSULTORIO ODONTOLOGICO DRA. TOROS,Con atención médica diaria y con especialidades y/o otras profesiones,"Juan Bautista Alberdi 250, piso 11",-38.9530153,-68.05543310000002
CONSULTORIOS MEDICOS Y KINESIOLOGICOS KGO. OTAÑO,Con atención médica diaria y con especialidades y/o otras profesiones,Rodríguez Carlos H. 430,-38.9530137,-68.06526869999999
CONSULTORIOS DE PSICOLOGIA LIC. SERRUYA,Con atención médica diaria y con especialidades y/o otras profesiones,Carlos H. Rodriguez 636,-38.952994,-68.06810469999999
CONSULTORIOS ODONTOLOGICOS CRECER,Con atención médica diaria y con especialidades y/o otras profesiones,Carlos H. Rodriguez 716,-38.9529854,-68.0692072
CONSULTORIOS INTERDISCIPLINARIOS UN.HI.R. UN HIJO REAL,Con atención médica diaria y con especialidades y/o otras profesiones,Carlos H. Rodriguez 764,-38.9529818,-68.0698774
INSTITUTO NORPATAGONICO DE GASTROENTEROLOGIA Y ENDOSCOPIA DIGESTIVA - INGED,Con atención médica diaria y con especialidades y/o otras profesiones,Carlos H Rodriguez 1292,-38.9529339,-68.07719629999997
CENTRO DE KINESIOLOGIA Y REHABILITACION SANTO TOMAS,Centro Rehabilitación motora,Santa Fe 222,-38.95273419999999,-68.05619130000002
CONSULTORIOS A.M.O.E.F.R.N.Y N. (OBREROS Y EMPACADORES DE FRUTA),Con atención médica diaria y con especialidades y/o otras profesiones,Cuba 576,-38.9526586,-68.15347259999999
CONSULTORIOS CAMIONEROS PLOTTIER,Con atención médica diaria y con especialidades y/o otras profesiones,Santiago del Estero 840,-38.952534113013996,-68.22741508483887
CLINICA CEMICO,Alto riesgo con terapia intensiva,SANTIAGO DEL ESTERO 280,-38.95250073915714,-68.06500196456909
CONSULTORIO ODONTOLOGIA GENERAL DR. SEBESTA,Con atención médica diaria y con especialidades y/o otras profesiones,Juan XXIII 1010,-38.952461,-68.0448824
"CONSULTORIO KINESIOLOGIA EN TERRA GIMNASIO, KGO. PAULUCCI",Centro Rehabilitación motora,Bv. Marcelo T. de Alvear 45,-38.95236724357255,-68.06004524230957
CLINICA DE IMAGENES,Alto riesgo con terapia intensiva,Santa Fe 273,-38.952337,-68.05604599999998
PARA MIRARTE MEJOR,Con atención médica diaria y con especialidades y/o otras profesiones,General Las Heras 367,-38.952300495685975,-68.07425022125244
CENTRO MEDICO ASISTENCIAS MEDICAS ASOCIADAS S.R.L.,Con atención médica diaria y con especialidades y/o otras profesiones,SALTA 250,-38.952283,-68.0662175
CIMA EMERGENCIAS MEDICAS,Sistema de Atención extra hospitalaria,Santa Fé 269,-38.952278,-68.05611449999998
ALFA REHABILITACION FISICA,Con atención médica diaria y con especialidades y/o otras profesiones,Estrada 110,-38.952200373738236,-68.23368072509766
CONSULTORIO ODONTOLOGIA GENERAL DR. GRONDONA,Con atención médica diaria y con especialidades y/o otras profesiones,"Sarmiento 144, Plottier",-38.95213362569451,-68.23041915893555
CENTRO DE ENFERMEDADES DEL TORAX CET,Con atención médica diaria y con especialidades y/o otras profesiones,Mtro. Joaquín González 545,-38.952059,-68.051512
CONSULTORIOS DR. FERNANDEZ GALVEZ,Con atención médica diaria y con especialidades y/o otras profesiones,Mtro. Joaquín González 255,-38.952017,-68.05533500000001
CONSULTORIO ODONTOLOGIA GENERAL DR. RONCONI,Con atención médica diaria y con especialidades y/o otras profesiones,Hipólito Yrigoyen 287,-38.9519976,-68.06058080000003
"SPINE, CENTRO DE NEUROCIRUGIA Y COLUMNA",Con atención médica diaria y con especialidades y/o otras profesiones,Salta 295,-38.9519721,-68.0661819
